amazon link,amazon product group,audience,cinematographer,composer,condition,conductor,country,cover color,creation date,creator,current value,dewey decimal,EAN,edition,features,format,genres,height,illustrator,ISBN,item type,key,languages,length,library of congress,location,maximum players,minimum players,net rating,no. in series,no. of items,notes,owner,pages,platform,played / read,primary synopsis,private,publisher,purchase date,purchase price,rare,rating,release date,retail price,running time,screenwriter,serial number,series,shelves,signed,stars,subtitle,theatrical debut,title,tracks,unique item key,url,used,weight,width,your image URL
4887522355,Book,,,,,,us,"white, grey, pink, light pink, light blue, pale blue, black",2014-05-22 17:18:01 +0000,Euphrates,$58.76,,9784887522350,,,JP Oversized,Subjects,0.63,,4887522355,Book,,,9.369999999999999,,,0,0,0,0,1,,,0,,0,ISBN: 4887522355 [Japanese Import],0,DNP Art Communications,2014-05-22 17:18:01 +0000,,0,0,0010-01-01 05:00:00 +0000,$61.21,0,,,,,0,,,,EUPHRATES BOOK (2010) ISBN: 4887522355 [Japanese Import],,77B4F053-731A-4B02-9A76-78A0609D3DD6,,0,0.97,6.77,http://ecx.images-amazon.com/images/I/41r4zPIXyWL.jpg
0596807732,Book,,,,,,us,"grey, green, olive green, black, dark grey, brown, purple, dark purple, white, dark green, light grey",2014-05-22 21:04:27 +0000,Robert Faludi,$14.99,,9780596807733,1,"ISBN13: 9780596807733, Condition: New",Paperback,Computers & Technology,0.39,,0596807732,Book,,"English (Unknown), English (Original Language), English (Published)",9.130000000000001,,,0,0,0,0,1,,,322,,0,"Get ready to create distributed sensor systems and intelligent interactive devices using the ZigBee wireless networking protocol and Series 2 XBee radios. By the time you're halfway through this fast-paced, hands-on guide, you'll have built a series of useful projects, including a complete ZigBee wireless network that delivers remotely sensed data., , Radio networking is creating revolutions in volcano monitoring, performance art, clean energy, and consumer electronics. As you follow the examples in each chapter, you'll learn how to tackle inspiring projects of your own. This practical guide is ideal for inventors, hackers, crafters, students, hobbyists, and scientists. Investigate an assortment of practical and intriguing project ideasPrep your ZigBee toolbox with an extensive shopping list of parts and programsCreate a simple, working ZigBee network with XBee radios in less than two hours -- for under $100Use the Arduino open source electronics prototyping platform to build a series of increasingly complex projectsGet familiar with XBee's API mode for creating sensor networksBuild fully scalable sensing and actuation systems with inexpensive componentsLearn about power management, source routing, and other XBee technical nuancesMake gateways that connect with neighboring networks, including the Internet",0,O'Reilly Media,2014-05-22 21:04:27 +0000,,0,0,2011-01-03 05:00:00 +0000,$34.99,0,,,,,0,,,,"Building Wireless Sensor Networks: with ZigBee, XBee, Arduino, and Processing",,960EA0CD-E6EF-4E0A-AD9F-5C69AF65FD46,,0,1.15,6.93,http://ecx.images-amazon.com/images/I/517dGlYvgxL.jpg
0714834491,Book,,,,,,us,"grey, white, light grey, light blue, pink, lavender, light pink, pale blue, black, dark grey, brown, light purple, red, purple",2014-05-22 21:17:39 +0000,Alan Fletcher,$13.25,,9780714834498,0,Used Book in Good Condition,Hardcover,"Arts & Photography, Humor & Entertainment, Reference, Teen & Young Adult",2.52,,0714834491,Book,,"English (Unknown), English (Original Language), English (Published)",9.92,,,0,0,0,0,1,,,534,,0,"The Art of Looking Sideways is a primer in visual intelligence, an exploration of the workings of the eye, the hand, the brain and the imagination. It is an inexhaustible mine of anecdotes, quotations, images, curious facts and useless information, oddities, serious science, jokes and memories, all concerned with the interplay between the verbal and the visual, and the limitless resources of the human mind. Loosely arranged in 72 chapters, all this material is presented in a wonderfully inventive series of pages that are themselves masterly demonstrations of the expressive use of type, space, colour and imagery. This book does not set out to teach lessons, but it is full of wisdom and insight collected from all over the world. Describing himself as a visual jackdaw, master designer Alan Fletcher has distilled a lifetime of experience and reflection into a brilliantly witty and inimitable exploration of such subjects as perception, colour, pattern, proportion, paradox, illusion, language, alphabets, words, letters, ideas, creativity, culture, style, aesthetics and value. The Art of Looking Sideways is the ultimate guide to visual awareness, a magical compilation that will entertain and inspire all those who enjoy the interplay between word and image, and who relish the odd and the unexpected.",0,Phaidon Press,2014-05-22 21:17:39 +0000,,0,0,2001-08-20 04:00:00 +0000,$49.95,0,,,,,0,,,,The Art of Looking Sideways,,CD8F5401-2885-4187-9731-2FF2A010484F,,0,5.38,8.5,http://ecx.images-amazon.com/images/I/513rglbFnmL.jpg
0029116023,Book,,,,,,us,"black, grey, white, brown, pink, light pink, tan, dark grey, dark green, light brown, dark purple, green, light grey, cream, off white, light blue, forest green, dark brown, dark blue, olive green, pale pink, beige, navy blue, orange",2014-05-22 17:32:21 +0000,David Gelernter,$0.01,,9780029116029,First Edition,,Hardcover,"Computers & Technology, Health, Fitness & Dieting, Medical Books",0.9,,0029116023,Book,,"English (Unknown), English (Original Language), English (Published)",9.5,,,0,0,0,0,1,,,211,,0,"Can we introduce emotion into the computer? David Gelernter, one of the leading lights in artificial intelligence today, begins ""The Muse in the Machine"" with this provocative question. In providing an answer, he not only points to a future revolution in computers but radically changes our views of the human mind itself. Bringing together insights from computer science, cognitive psychology, philosophy of mind, and literary theory, David Gelernter presents what is sure to be a much debated view of how humans have thought, how we think today, and how computers will learn to think in the future.",0,Free Press,2014-05-22 17:32:21 +0000,,0,0,1994-03-28 05:00:00 +0000,$22.95,0,,,,,0,,,,Muse in the Machine,,B86F9332-5A5B-4FCD-8393-96AB0B6F3E1C,,0,1.02,6.2,http://ecx.images-amazon.com/images/I/51N5776XJDL.jpg
0231149913,Book,,,,,,us,"white, light blue, pale blue, pink, light pink, grey, black, dark grey, blue",2014-05-22 17:18:28 +0000,Kenneth Goldsmith,$13.98,,9780231149914,,,Paperback,"Literature & Fiction, Reference, Politics & Social Sciences",0.6,,0231149913,Book,,"English (Unknown), English (Original Language), English (Published)",8.1,,,0,0,0,0,1,,,272,,0,"Can techniques traditionally thought to be outside the scope of literature, including word processing, databasing, identity ciphering, and intensive programming, inspire the reinvention of writing? The Internet and the digital environment present writers with new challenges and opportunities to reconceive creativity, authorship, and their relationship to language. Confronted with an unprecedented amount of texts and language, writers have the opportunity to move beyond the creation of new texts and manage, parse, appropriate, and reconstruct those that already exist., , In addition to explaining his concept of uncreative writing, which is also the name of his popular course at the University of Pennsylvania, Goldsmith reads the work of writers who have taken up this challenge. Examining a wide range of texts and techniques, including the use of Google searches to create poetry, the appropriation of courtroom testimony, and the possibility of robo-poetics, Goldsmith joins this recent work to practices that date back to the early twentieth century. Writers and artists such as Walter Benjamin, Gertrude Stein, James Joyce, and Andy Warhol embodied an ethos in which the construction or conception of a text was just as important as the resultant text itself. By extending this tradition into the digital realm, uncreative writing offers new ways of thinking about identity and the making of meaning.",0,Columbia University Press,2014-05-22 17:18:28 +0000,,0,0,2011-09-20 04:00:00 +0000,$23.95,0,,,,,0,,,,Uncreative Writing: Managing Language in the Digital Age,,6B603FB4-84BC-4545-B2AF-AFD6FF3CB27E,,0,0.68,5.4,http://ecx.images-amazon.com/images/I/41G1Qz6Vm-L.jpg
0201180758,Book,,,,,,us,"black, grey, dark green, dark grey, purple, blue, green, brown, dark purple, white, dark blue",2014-05-22 17:21:31 +0000,"Rafael C. Gonzalez, Richard E. Woods",$13.97,,9780201180756,2nd,,Hardcover,"Computers & Technology, Engineering & Transportation, Reference",1.3,,0201180758,Book,,"English (Unknown), English (Original Language), English (Published)",9.4,,,0,0,0,0,1,,,793,,0,"For courses in Image Processing and Computer Vision. Completely self-contained--and heavily illustrated--this introduction to basic concepts and methodologies for digital image processing is written at a level that truly is suitable for seniors and first-year graduate students in almost any technical discipline. The leading textbook in its field for more than twenty years, it continues its cutting-edge focus on contemporary developments in all mainstream areas of image processing--e.g., image fundamentals, image enhancement in the spatial and frequency domains, restoration, color image processing, wavelets, image compression, morphology, segmentation, image description, and the fundamentals of object recognition. It focuses on material that is fundamental and has a broad scope of application.",0,Prentice Hall,2014-05-22 17:21:31 +0000,,0,0,2002-01-15 05:00:00 +0000,$139.00,0,,,,,0,,(2nd Edition),,Digital Image Processing,,2A905B39-D4A7-4204-A845-8B66AD6B39AF,,0,2.97,7.2,http://ecx.images-amazon.com/images/I/51N31MA34EL.jpg
1558608354,Book,,,,,,us,"brown, black, dark brown, maroon, dark purple, yellow, orange, dark green, olive green",2014-05-22 17:07:28 +0000,David Gould,$3.85,,9781558608351,1,Used Book in Good Condition,Paperback,"Arts & Photography, Computers & Technology, Humor & Entertainment, Engineering & Transportation, Reference",1.1,,1558608354,Book,,"English (Unknown), English (Original Language), English (Published)",8.98,,,0,0,0,0,1,,,528,,0,"Learning Maya, the world's leading 3D animation and effects package, is a challenge, especially for those who want to master Maya's versatile programming features in addition to its built-in tools., , Finally, here is a practical, step-by-step guide that shows how to use Maya to its fullest potential, beginning with the basics. Readers of Complete Maya Programming will first gain a thorough understanding of Maya's inner workings, and then learn how to customize and extend Maya with scripts and plugins that take control and productivity to new levels., , Users new to programming can apply Maya's easy scripting language MEL (Maya Embedded Language), while more advanced users can work with the C++ API (Application Progamming Interface). Both a fundamental tutorial for Maya beginners and a solid reference for experienced developers, Complete Maya Programming is every user's guide to Maya mastery., , * Provides a multitude of real-world examples illustrating applications of Maya programming., * Demonstrates how to use MEL to control Maya, customize its interface, automate procedures, and more, * Details how to use the C++ API to modify Maya functionality and develop tools and features to meet any need, * Explains when to use MEL, when to use the C++ API, and how to use them together, * Ideal for technical directors, developers, or anyone wishing to to master Maya, * Provides a storehouse of MEL scripts and C++ source code, glossary, and list of resources, available at www.davidgould.com",0,Morgan Kaufmann,2014-05-22 17:07:28 +0000,,0,0,2003-01-02 05:00:00 +0000,$78.95,0,,,,,0,,(The Morgan Kaufmann Series in Computer Graphics),,Complete Maya Programming: An Extensive Guide to MEL and C++ API,,91251DF1-6DB8-4B37-8D35-FCBC4A322095,,0,1.85,7.32,http://ecx.images-amazon.com/images/I/51go6OBKAEL.jpg
0830617582,Book,,,,,,us,,2014-05-22 19:53:46 +0000,Calvin R. Graf,$6.13,,9780830617586,1,Used Book in Good Condition,Paperback,Science & Math,0.8,,0830617582,Book,,"English (Unknown), English (Original Language), English (Published)",8.199999999999999,,,0,0,0,0,1,,,210,,0,"Book by Graf, Calvin R.",0,Tab Books,2014-05-22 19:53:46 +0000,,0,0,1985-05-01 04:00:00 +0000,$10.95,0,,,,,0,,,,"Exploring Light, Radio and Sound Energy, With Projects",,A270D88B-235B-45B6-A7B5-AB112DC5909C,,0,0.45,5.1,
0789717263,Book,,,,,,us,"grey, white, light blue, brown, blue, pale blue, pink, black, tan, light brown, light pink, light grey, sky blue, green, dark blue, purple, beige, olive green",2014-05-22 21:04:37 +0000,Preston Gralla,$0.01,,9780789717269,4th,,Paperback,Computers & Technology,0.8,,0789717263,Book,,"English (Unknown), English (Original Language), English (Published)",10,,,0,0,0,0,1,,,320,,0,"Have you ever wanted to know how data travels from computer to computer, around the world? Have you ever wondered how web sites can track users or how newsgroups work? How the Internet Works not only tells the reader how it works, but show -One of the most popular four-color computer books of all time, How the Internet Works visually shows users how data travels over the Internet -Its full-color, detailed graphics explain to users of all levels first hand terms and technologies -Features the latest in Internet technology such as Instant Messaging, blocking Spam and data tracking",0,Que Pub,2014-05-22 21:04:37 +0000,,0,0,1998-09-01 04:00:00 +0000,$29.99,0,,,,,0,,,,How the Internet Works,,9125B9C8-BC96-44E3-9E58-3AF26808883C,,0,2.1,8.6,http://ecx.images-amazon.com/images/I/51MWEVZ1JBL.jpg
0878933913,Book,,,,,,us,"grey, black, white, brown, dark grey, pink, red, light grey, light pink, purple, light blue, dark green, green, dark purple, beige, tan, lavender",2014-05-22 17:37:52 +0000,"Steven Haddock, Casey Dunn",$56.70,,9780878933914,First,Used Book in Good Condition,Paperback,"Computers & Technology, Science & Math",1,,0878933913,Book,,"English (Unknown), English (Original Language), English (Published)",9,,,0,0,0,0,1,,,538,,0,"Increasingly, scientists find themselves facing exponentially larger data sets and analyses without suitable tools to deal with them. Many biologists end up using spreadsheet programs for most of their data-processing tasks and spend hours clicking around or copying and pasting, and then repeating the process for other data files., , Practical Computing for Biologists shows you how to use many freely available computing tools to work more powerfully and effectively. The book was born out of the authors' own experience in developing tools for their research and helping other biologists with their computational problems. Although many of the techniques are relevant to molecular bioinformatics, the motivation for the book is much broader, focusing on topics and techniques that are applicable to a range of scientific endeavors. Twenty-two chapters organized into six parts address these topics and more: Searching with regular expressionsThe Unix command linePython programming and debuggingCreating and editing graphicsDatabasesPerforming analyses on remote serversWorking with electronics, , While most of the concepts and examples apply to any operating system, the main narrative focuses on Mac OS X. Where there are differences for Windows and Linux users, parallel instructions are provided in the margin and in an appendix. The book is designed to be used as a self-guided resource for researchers, a companion book in a course, or as a primary textbook. Practical Computing for Biologists will free you from the most frustrating and time-consuming aspects of data processing so you can focus on the pleasures of scientific inquiry.",0,"Sinauer Associates, Inc.",2014-05-22 17:37:52 +0000,,0,0,2010-11-05 04:00:00 +0000,$67.95,0,,,,,0,,,,Practical Computing for Biologists,,2087FC5E-0F83-4B2A-AEC4-C0555D73AE94,,0,2.64,7.6,http://ecx.images-amazon.com/images/I/41-DVA3oUeL.jpg
1617290181,Book,,,,,,us,"grey, dark grey, dark green, green, blue, forest green, light blue, black, beige, brown, pink, tan, dark blue, navy blue, purple, sky blue, light pink",2014-05-22 17:22:32 +0000,Peter Harrington,$22.95,,9781617290183,1,,Paperback,"Computers & Technology, Reference",0.9,,1617290181,Book,,"English (Unknown), English (Original Language), English (Published)",9.199999999999999,,,0,0,0,0,1,,,384,,0,"Summary, , Machine Learning in Action is unique book that blends the foundational theories of machine learning with the practical realities of building tools for everyday data analysis. You'll use the flexible Python programming language to build programs that implement algorithms for data classification, forecasting, recommendations, and higher-level features like summarization and simplification. About the Book, , A machine is said to learn when its performance improves with experience. Learning requires algorithms and programs that capture data and ferret out the interesting or useful patterns. Once the specialized domain of analysts and mathematicians, machine learning is becoming a skill needed by many., , Machine Learning in Action is a clearly written tutorial for developers. It avoids academic language and takes you straight to the techniques you'll use in your day-to-day work. Many (Python) examples present the core algorithms of statistical data processing, data analysis, and data visualization in code you can reuse. You'll understand the concepts and how they fit in with tactical tasks like classification, forecasting, recommendations, and higher-level features like summarization and simplification., , Readers need no prior experience with machine learning or statistical processing. Familiarity with Python is helpful., , Purchase of the print book comes with an offer of a free PDF, ePub, and Kindle eBook from Manning. Also available is all code from the book. What's InsideA no-nonsense introductionExamples showing common ML tasksEveryday data analysisImplementing classic algorithms like Apriori and AdaboosTable of ContentsPART 1 CLASSIFICATION Machine learning basicsClassifying with k-Nearest NeighborsSplitting datasets one feature at a time: decision treesClassifying with probability theory: naïve BayesLogistic regressionSupport vector machinesImproving classification with the AdaBoost meta algorithmPART 2 FORECASTING NUMERIC VALUES WITH REGRESSION Predicting numeric values: regressionTree-based regressionPART 3 UNSUPERVISED LEARNING Grouping unlabeled items using k-means clusteringAssociation analysis with the Apriori algorithmEfficiently finding frequent itemsets with FP-growthPART 4 ADDITIONAL TOOLS Using principal component analysis to simplify dataSimplifying data with the singular value decompositionBig data and MapReduce",0,Manning Publications,2014-05-22 17:22:32 +0000,,0,0,2012-04-16 04:00:00 +0000,$44.99,0,,,,,0,,,,Machine Learning in Action,,EE45FEF2-2ACF-49B1-A940-83A1A40DBAE5,,0,1.44,7.3,http://ecx.images-amazon.com/images/I/41MS9I6H1ZL.jpg
0596809484,Book,,,,,,us,"purple, magenta, pink, grey, black, dark purple, white, dark grey, brown, light pink",2014-05-22 17:24:42 +0000,Kevlin Henney,$13.14,,9780596809485,1,Used Book in Good Condition,Paperback,"Computers & Technology, Reference",0.71,,0596809484,Book,,"English (Unknown), English (Original Language), English (Published)",8.74,,,0,0,0,0,1,,,258,,0,"Tap into the wisdom of experts to learn what every programmer should know, no matter what language you use. With the 97 short and extremely useful tips for programmers in this book, you'll expand your skills by adopting new approaches to old problems, learning appropriate best practices, and honing your craft through sound advice., , With contributions from some of the most experienced and respected practitioners in the industry--including Michael Feathers, Pete Goodliffe, Diomidis Spinellis, Cay Horstmann, Verity Stob, and many more--this book contains practical knowledge and principles that you can apply to all kinds of projects., , A few of the 97 things you should know: ""Code in the Language of the Domain"" by Dan North""Write Tests for People"" by Gerard Meszaros""Convenience Is Not an -ility"" by Gregor Hohpe""Know Your IDE"" by Heinz Kabutz""A Message to the Future"" by Linda Rising""The Boy Scout Rule"" by Robert C. Martin (Uncle Bob)""Beware the Share"" by Udi Dahan",0,O'Reilly Media,2014-05-22 17:24:42 +0000,,0,0,2010-02-22 05:00:00 +0000,$29.99,0,,,,,0,,,,97 Things Every Programmer Should Know: Collective Wisdom from the Experts,,DF849323-8AAB-4F60-88D2-0A8EBCB3F77F,,0,0.78,5.91,http://ecx.images-amazon.com/images/I/51uSFVY7zjL.jpg
9076492026,Book,,,,,,us,"grey, purple, brown, mauve, dark grey, dark purple, blue, light grey, pink, lavender, light blue, light pink",2014-05-22 21:16:08 +0000,"Kay Hofmeester, Esther De St.Germain",$94.99,,9789076492025,,,Paperback,Arts & Photography,0.73,,9076492026,Book,,"English (Unknown), English (Original Language), English (Published)",8.43,,,0,0,0,0,1,,,180,,0,,0,Netherlands Design Institute,2014-05-22 21:16:08 +0000,,0,0,2000-03-01 05:00:00 +0000,,0,,,,,0,,,,Presence: New Media for Older People,,A3A4A392-4B8C-4B07-9DD8-20FB99C46A08,,0,0.79,9.43,
B0010CZ3U4,eBooks,,,,,,us,"white, red, yellow, blue, pink, light pink, dark blue, light blue, grey, pale blue, black, brown, orange, dark grey",2014-05-22 20:47:19 +0000,John R. Hubbard,,,,2,,Kindle Edition,"Computers & Technology, Education & Teaching, Kindle eBooks",0,,,Book,,English (Published),0,,,0,0,0,0,1,,,384,,0,"Updated to include information on the Scanner class, autoboxing, static imports, and loopsIncludes more than 260 solved problems and examplesCovers the Advanced Placement exam in computer science, now entirely in Java",0,McGraw-Hill,2014-05-22 20:47:19 +0000,,0,0,2007-06-11 04:00:00 +0000,,0,,,,,0,,,,"Schaum's Outline of Data Structures with Java, Second Edition",,066A5384-3CE5-4F60-8EB3-A66BF0E7143E,,0,0,0,http://ecx.images-amazon.com/images/I/51U5mrVNfqL.jpg
1449392431,Book,,,,,,us,"grey, blue, brown, black, light blue, pink, yellow, dark blue, orange, tan, purple, sky blue, navy blue, dark grey, light brown, dark purple, white, beige, red, dark green, light pink, peach, salmon, dark brown",2014-05-22 17:35:31 +0000,Tom Igoe,$20.78,,9781449392437,Second Edition,,Paperback,"Computers & Technology, Engineering & Transportation",1,,1449392431,Book,,"English (Unknown), English (Original Language), English (Published)",9.699999999999999,,,0,0,0,0,1,,,496,,0,"Make microcontrollers, PCs, servers, and smartphones talk to each other., , Building electronic projects that interact with the physical world is good fun. But when the devices you've built start to talk to each other, things really get interesting. With 33 easy-to-build projects, Making Things Talk shows you how to get your gadgets to communicate with you and your environment. It’s perfect for people with little technical training but a lot of interest., , Maybe you're a science teacher who wants to show students how to monitor the weather in several locations at once. Or a sculptor looking to stage a room of choreographed mechanical sculptures. In this expanded edition, you’ll learn how to form networks of smart devices that share data and respond to commands. Call your home thermostat with a smartphone and change the temperature.Create your own game controllers that communicate over a network.Use ZigBee, Bluetooth, Infrared, and plain old radio to transmit sensor data wirelessly.Work with Arduino 1.0, Processing, and PHP—three easy-to-use, open source environments.Write programs to send data across the Internet, based on physical activity in your home, office, or backyard., , Whether you want to connect simple home sensors to the Internet, or create a device that can interact wirelessly with other gadgets, this book explains exactly what you need.",0,"Maker Media, Inc",2014-05-22 17:35:31 +0000,,0,0,2011-09-29 04:00:00 +0000,$34.99,0,,,,,0,,,,"Making Things Talk: Using Sensors, Networks, and Arduino to see, hear, and feel your world",,D8370AEF-37C9-4195-9218-3BCD606B838C,,0,2.48,8,http://ecx.images-amazon.com/images/I/517dTJv0gYL.jpg
0201379228,Book,,,,,,us,"red, orange, grey, pink, white, light pink, light grey, purple, lavender, brown, black, salmon, dark grey, maroon, light blue",2014-05-22 17:36:38 +0000,Adobe Systems  Inc.,$0.27,,9780201379228,3rd,,Paperback,"Computers & Technology, Reference, Science & Math",1.38,,0201379228,Book,,"English (Unknown), English (Original Language), German (Original Language), English (Published)",9.15,,,0,0,0,0,1,,,912,,0,"The PostScript language is widely recognized as the industry standard for page description. Incorporated into a broad range of printers, imagesetters, and computer displays, PostScript describes exactly how text, sampled images, and graphics will appear on a printed page or on a computer screen. The PostScript Language Reference, known as the Red Book, is the complete and authoritative reference manual for the PostScript language. Prepared by Adobe Systems Incorporated, the creators and stewards of the PostScript standard, it documents the syntax and semantics of the language, the Adobe imaging model, and the effects of the graphics operators. This Third Edition has been updated to include LanguageLevel 3 extensions, which unify a number of previous extensions and introduce many new features, such as high-fidelity color, support for masked images, and smooth shading capabilities.Book Highlights: *Explains fundamentals of the PostScript language, graphics, fonts, device control, and rendering *Organizes all PostScript operators through LanguageLevel 3, both by function and alphabetically *Describes operands, results, side effects, and possible errors for each operator *Appendices include numerous useful tables and other valuable information The Red Book is the definitive resource for all PostScript programmers. 0201379228B04062001",0,Addison-Wesley Professional,2014-05-22 17:36:38 +0000,,0,0,1999-03-18 05:00:00 +0000,$49.99,0,,,,,0,,(3rd Edition),,PostScript Language Reference,,8865A476-F9DC-444C-A66E-AAE10F187433,,0,3.15,7.43,http://ecx.images-amazon.com/images/I/51l4Ig0794L.jpg
0974960918,Book,,,,,,us,"grey, purple, light blue, blue, sky blue, dark grey, lavender, dark purple",2014-05-22 17:18:36 +0000,Colette Inez,$2.48,,9780974960913,,Used Book in Good Condition,Paperback,Literature & Fiction,0.4,,0974960918,Book,,"English (Unknown), English (Original Language), English (Published)",6.8,,,0,0,0,0,1,,,112,,0,"One of NYC's most popular poets issues ""The work of a lifetime""., , In the vanguard of contemporary poetry since the 1970’s, Colette Inez’s unique and thoroughly original voice is an important contribution to American Poetry. She has been praised by poet laureate Stanley Kuntiz—""I like the hard contents of her poems, the anger and the fine control""—and Anne Sexton, who said Inez’s work gave her ""that kind of pain/pleasure one gets from the real thing."", , Her latest collection combines her wild sense of fun with wide-ranging erudition, in a book that is both a love letter to New York City and to the great tradition of the Enlightenment. SPINOZA DOESN'T COME HERE ANY MORE shows Inez at the peak of her talents, in a stunning tour-de-force that may be the most impassioned yet controlled work of her illustrious career. The collection shows her voice to be as vivacious, smart, and fiery as ever, now with a seasoned wisdom and compassion that's absolutely beguiling. It is, in short, the work of a lifetime.",0,New York Poets Series,2014-05-22 17:18:36 +0000,,0,0,2004-01-01 05:00:00 +0000,$12.95,0,,,,,0,,(New York Poets series),,Spinoza Doesn't Come Here Anymore,,588174CE-5552-4957-B2BB-216DAFA4A594,,0,0.28,5,http://ecx.images-amazon.com/images/I/51ZtMeN8ELL.jpg
0750307625,Book,,,,,,us,"purple, blue, grey, dark purple, brown, light blue, black, dark blue, lavender, sky blue, tan, beige, dark brown, light purple",2014-05-22 17:38:21 +0000,Ian Johnston,$39.88,,9780750307628,2,,Paperback,"Arts & Photography, Reference, Science & Math",0.8,,0750307625,Book,,"English (Unknown), English (Original Language), English (Published)",9.1,,,0,0,0,0,1,,,420,,0,"There has always been a close connection between physics and music. From the great days of ancient Greek science, ideas and speculations have passed backward and forward between natural philosophers (physicists) and musical theorists. Measured Tones: The Interplay of Physics and Music, Second Edition explores the story of that relationship in an entertaining and user-friendly way., , The book provides an easy-to-understand introduction to the physics involved in every stage of the music making process: from the very earliest experiments on vibrating strings and primitive sound makers to the latest concerns of digital sound recording, MP3 files, and information theory. At the same time, it examines the story of our developing concept of the universe we live in: from the ancient visions of a cosmos regulated by the music of the spheres to our current understanding of an expanding universe controlled by the laws of quantum mechanics and string theory. Running through all this is one recurring question - the so-called puzzle of consonance. Why do humans respond to music and musical sounds the way they do? It is the attempts by musicians and scientists through the ages to apply new knowledge to answer this question that gives this story its fascination., , Measured Tones should provide rewarding reading for any physics teacher or student who would like to know more about music and where it impinges on their subject as well as for anyone who is musically inclined.",0,CRC Press,2014-05-22 17:38:21 +0000,,0,0,2002-03-01 05:00:00 +0000,$59.95,0,,,,,0,,,,"Measured Tones: The Interplay of Physics and Music,2nd Edition",,DD6CDDB7-025C-4FF2-B2A7-DCABDAD91878,,0,1.43,6.1,http://ecx.images-amazon.com/images/I/41dSU0i3drL.jpg
1430238887,Book,,,,,,us,"blue, black, dark blue, teal, navy blue, grey, dark green, dark teal, dark grey, green, yellow, forest green, navy, dark purple, brown, light blue, orange",2014-05-22 17:32:21 +0000,"Sean Kean, Jonathan Hall, Phoenix Perry",$14.89,,9781430238881,1,,Paperback,"Computers & Technology, Engineering & Transportation",0.71,,1430238887,Book,,"English (Unknown), English (Original Language), English (Published)",9.06,,,0,0,0,0,1,,,220,,0,"Meet the Kinect introduces the exciting world of volumetric computing using the Microsoft Kinect. You'll learn to write scripts and software enabling the use of the Kinect as an input device. Interact directly with your computer through physical motion. The Kinect will read and track body movements, and is the bridge between the physical reality in which you exist and the virtual world created by your software., , Microsoft’s Kinect was released in fall 2010 to become the fastest-selling electronic device ever. For the first time, we have an inexpensive, three-dimensional sensor enabling direct interaction between human and computer, between the physical world and the virtual. The Kinect has been enthusiastically adopted by a growing culture of enthusiasts, who put it to work in creating technology-based art projects, three-dimensional scanners, adaptive devices for sight-impaired individuals, new ways of interacting with PCs, and even profitable business opportunities., , Meet the Kinect is the resource to get you started in mastering the Kinect and the exciting possibilities it brings. You’ll learn about the Kinect hardware and what it can do. You’ll install drivers and learn to download and run the growing amount of Kinect software freely available on the Internet. From there, you’ll move into writing code using some of the more popular frameworks and APIs, including the official Microsoft API and the language known as Processing that is popular in the art and creative world., , Along the way, you’ll learn principles and terminology. Volumetric computing didn’t begin with the Kinect. The field is decades old—if you’ve ever had an MRI, for example, you have benefitted from volumetric computing technology. Meet the Kinect goes beyond just the one device to impart the principles and terminology underlying the exciting field of volumetric computing that is now wide-open and accessible to the average person. What you’ll learn Install drivers to connect your Kinect to your PC, whether running Windows or Mac OSXDownload and run the growing body of software freely available via the InternetWrite scripts in the popular Processing languageTake advantage of Microsoft’s Kinect SDK for WindowsChoose a software development environment that suits your needsGrasp principles and terminology underlying the Kinect technologyWho this book is for, , Meet the Kinect is aimed at technology enthusiasts, including programmers, artists, and entrepreneurs who are fascinated by the possibilities arising from the direct, human-computer interaction enabled by the Microsoft Kinect. The book is for anyone who wants to take advantage of the growing body of software for the Kinect, and for those who wish to write their own programs and scripts involving the Kinect as an input device. Table of Contents Getting StartedBehind the TechnologyApplications in the WildScripting the KinectMany Ways to KinectApplication Development with PrimeSense's NITE FrameworkApplication Development with the Beckon FrameworkApplication Development with Microsoft's Windows/XBOX FrameworkVolumetric Display TechniquesWhere to Go From Here?",0,Apress,2014-05-22 17:32:21 +0000,,0,0,2011-12-22 05:00:00 +0000,$29.99,0,,,,,0,,(Technology in Action),,Meet the Kinect: An Introduction to Programming Natural User Interfaces,,4619EC90-DF8A-4E0A-B722-32A4ED6B62C8,,0,0.85,7.4,http://ecx.images-amazon.com/images/I/51IJ8B4mwML.jpg
